price,bedrooms,bathrooms,area_sqm,subcity_addis ketema,subcity_akaky kaliti,subcity_arada,subcity_bole,subcity_gulele,subcity_kirkos,subcity_kolfe,subcity_lidetta,subcity_nifas silk,subcity_yeka
18000.0,1,1,46.8,0,0,0,0,1,0,0,0,0,0
55000.0,4,3,154.4,0,0,0,0,0,0,0,0,0,1
30000.0,2,2,89.7,0,0,0,0,0,0,0,0,1,0
22000.0,1,1,69.8,0,0,0,0,1,0,0,0,0,0
54000.0,3,1,108.0,0,0,0,1,0,0,0,0,0,0
24500.0,2,2,92.1,0,1,0,0,0,0,0,0,0,0
37500.0,3,1,105.0,0,0,0,0,0,0,0,0,0,1
48500.0,2,2,98.9,0,0,0,1,0,0,0,0,0,0
67500.0,4,2,157.7,0,0,1,0,0,0,0,0,0,0
53000.0,4,3,118.6,0,0,0,0,0,1,0,0,0,0
36000.0,3,2,95.7,0,0,0,0,0,0,1,0,0,0
22000.0,1,1,53.5,0,0,0,0,0,0,1,0,0,0
42500.0,3,2,127.3,0,0,0,0,0,0,0,0,0,1
41500.0,4,3,142.5,1,0,0,0,0,0,0,0,0,0
33500.0,2,2,84.4,0,0,0,0,0,0,0,0,0,1
33500.0,2,1,86.4,0,0,1,0,0,0,0,0,0,0
37000.0,3,2,98.2,0,0,0,0,0,0,0,0,0,1
44000.0,3,2,103.4,0,0,0,1,0,0,0,0,0,0
42000.0,2,1,82.9,0,0,0,1,0,0,0,0,0,0
35500.0,2,1,93.3,0,0,0,0,0,1,0,0,0,0
39000.0,4,2,127.7,1,0,0,0,0,0,0,0,0,0
31000.0,3,2,105.2,0,1,0,0,0,0,0,0,0,0
37500.0,3,2,108.1,0,0,0,0,1,0,0,0,0,0
40500.0,4,3,139.5,0,1,0,0,0,0,0,0,0,0
27500.0,2,1,105.8,0,1,0,0,0,0,0,0,0,0
30000.0,3,1,99.5,0,0,0,0,1,0,0,0,0,0
38000.0,2,1,93.8,0,0,0,0,0,1,0,0,0,0
37500.0,2,1,88.1,0,0,0,1,0,0,0,0,0,0
56500.0,5,3,148.1,0,0,0,0,0,0,0,0,0,1
27000.0,2,1,79.9,0,0,0,0,0,0,0,0,0,1
62500.0,4,3,147.8,0,0,0,1,0,0,0,0,0,0
18000.0,1,1,69.8,0,0,0,0,0,0,0,1,0,0
54000.0,3,2,124.5,0,0,0,1,0,0,0,0,0,0
47000.0,3,2,111.2,0,0,0,1,0,0,0,0,0,0
37000.0,3,2,109.0,0,0,0,0,0,0,0,0,1,0
14500.0,1,1,52.8,0,0,0,0,0,0,0,1,0,0
65000.0,5,3,152.1,0,0,0,0,0,0,0,0,0,1
35000.0,2,1,86.2,0,0,0,0,0,0,0,0,0,1
40000.0,4,2,113.6,0,0,0,0,0,0,1,0,0,0
38500.0,4,2,123.5,1,0,0,0,0,0,0,0,0,0
30000.0,2,1,82.1,0,0,1,0,0,0,0,0,0,0
31000.0,1,1,69.0,0,0,0,1,0,0,0,0,0,0
43500.0,2,2,91.5,0,0,0,1,0,0,0,0,0,0
63000.0,5,3,145.0,0,0,0,0,0,0,0,0,0,1
78500.0,5,3,157.6,0,0,0,1,0,0,0,0,0,0
55500.0,5,3,149.8,0,0,0,0,1,0,0,0,0,0
24500.0,2,2,51.6,0,0,0,1,0,0,0,0,0,0
22500.0,1,1,76.9,0,0,0,0,1,0,0,0,0,0
42000.0,4,2,109.8,0,0,0,0,0,0,0,0,1,0
42500.0,3,2,109.4,0,0,0,0,0,0,0,0,0,1
44500.0,4,3,149.0,0,0,0,0,0,0,1,0,0,0
44000.0,4,2,120.9,0,0,0,0,1,0,0,0,0,0
50500.0,5,3,152.0,0,0,0,0,1,0,0,0,0,0
50500.0,2,1,105.5,0,0,0,1,0,0,0,0,0,0
32500.0,3,1,107.0,0,1,0,0,0,0,0,0,0,0
24000.0,1,1,64.6,0,0,0,0,0,1,0,0,0,0
26500.0,1,1,80.3,0,0,0,0,0,0,0,0,0,1
46500.0,3,2,115.9,0,0,1,0,0,0,0,0,0,0
48000.0,5,3,141.5,0,0,0,0,1,0,0,0,0,0
30500.0,3,3,100.2,1,0,0,0,0,0,0,0,0,0
56500.0,4,2,135.9,0,0,0,0,0,0,0,0,0,1
16500.0,1,1,56.5,0,1,0,0,0,0,0,0,0,0
42500.0,3,2,82.6,0,0,0,1,0,0,0,0,0,0
50000.0,4,2,129.4,0,0,1,0,0,0,0,0,0,0
24000.0,2,1,68.2,0,0,0,0,0,0,0,0,1,0
28500.0,1,1,66.1,0,0,0,1,0,0,0,0,0,0
74000.0,5,3,141.1,0,0,0,0,0,1,0,0,0,0
37500.0,4,3,121.6,1,0,0,0,0,0,0,0,0,0
29000.0,2,1,63.3,0,0,0,0,0,0,0,0,1,0
21000.0,2,1,72.8,0,1,0,0,0,0,0,0,0,0
68000.0,5,3,178.8,0,0,1,0,0,0,0,0,0,0
24000.0,1,1,72.7,0,0,0,0,0,0,1,0,0,0
56000.0,4,3,128.9,0,0,0,1,0,0,0,0,0,0
38500.0,2,2,80.8,0,0,0,1,0,0,0,0,0,0
61000.0,5,2,149.7,0,0,0,0,0,0,0,0,0,1
35000.0,1,1,89.4,0,0,1,0,0,0,0,0,0,0
32000.0,2,1,102.7,0,0,0,0,0,0,0,0,1,0
24500.0,2,1,78.0,0,0,0,0,0,0,0,0,1,0
23000.0,1,1,56.0,0,0,0,0,0,1,0,0,0,0
73000.0,5,2,151.0,0,0,0,0,0,1,0,0,0,0
41000.0,2,1,85.3,0,0,0,0,0,1,0,0,0,0
21000.0,2,1,73.1,0,0,0,0,0,0,0,1,0,0
60000.0,5,2,154.7,0,0,1,0,0,0,0,0,0,0
30500.0,2,1,93.4,0,0,0,0,0,0,0,0,0,1
30000.0,2,1,86.0,0,0,0,0,0,0,0,0,0,1
29500.0,2,1,87.3,0,0,0,0,1,0,0,0,0,0
23000.0,2,1,73.5,0,0,0,0,0,0,1,0,0,0
25500.0,1,1,65.3,0,0,0,1,0,0,0,0,0,0
19500.0,1,1,67.9,0,0,0,0,0,0,0,0,1,0
42500.0,2,1,92.8,0,0,0,1,0,0,0,0,0,0
30500.0,2,1,103.0,0,0,0,0,0,0,1,0,0,0
39500.0,2,2,97.2,0,0,0,0,0,0,0,0,0,1
55500.0,4,2,130.9,0,0,0,1,0,0,0,0,0,0
33000.0,3,2,93.9,0,1,0,0,0,0,0,0,0,0
75500.0,5,3,144.8,0,0,0,1,0,0,0,0,0,0
29500.0,2,1,83.4,0,0,0,0,0,0,0,0,0,1
77500.0,5,3,155.0,0,0,0,1,0,0,0,0,0,0
23000.0,1,1,58.3,0,0,0,1,0,0,0,0,0,0
51500.0,4,3,115.7,0,0,0,1,0,0,0,0,0,0
45000.0,3,2,88.2,0,0,0,1,0,0,0,0,0,0
65500.0,5,3,149.2,0,0,0,1,0,0,0,0,0,0
17000.0,1,1,52.0,0,0,0,0,1,0,0,0,0,0
20500.0,1,1,48.0,0,0,0,0,0,0,0,0,0,1
53500.0,4,2,134.6,0,0,1,0,0,0,0,0,0,0
49000.0,3,1,102.8,0,0,0,1,0,0,0,0,0,0
58500.0,5,3,158.4,0,0,0,0,0,0,0,0,0,1
20000.0,1,1,55.4,0,0,0,0,0,0,0,0,0,1
22000.0,1,1,78.4,0,0,0,0,0,0,0,0,1,0
57500.0,4,3,140.6,0,0,0,0,0,1,0,0,0,0
59000.0,4,3,137.2,0,0,0,1,0,0,0,0,0,0
67000.0,5,3,163.1,0,0,0,0,0,1,0,0,0,0
49500.0,4,2,106.3,0,0,1,0,0,0,0,0,0,0
40500.0,2,1,102.2,0,0,0,1,0,0,0,0,0,0
70500.0,5,3,164.1,0,0,0,1,0,0,0,0,0,0
32000.0,3,2,112.6,0,1,0,0,0,0,0,0,0,0
29000.0,1,1,64.6,0,0,0,1,0,0,0,0,0,0
46000.0,5,3,148.7,0,0,0,0,0,0,0,1,0,0
46000.0,5,3,156.4,0,1,0,0,0,0,0,0,0,0
29000.0,3,1,104.3,1,0,0,0,0,0,0,0,0,0
46000.0,4,2,140.4,0,0,0,0,0,0,1,0,0,0
15000.0,1,1,45.0,0,0,0,0,0,0,1,0,0,0
22000.0,1,1,57.5,0,0,0,0,0,0,0,0,1,0
33000.0,2,2,110.5,0,0,0,0,0,0,1,0,0,0
61000.0,4,2,122.5,0,0,0,1,0,0,0,0,0,0
23500.0,1,1,61.1,0,0,1,0,0,0,0,0,0,0
40500.0,4,3,134.0,0,0,0,0,0,0,0,1,0,0
49000.0,4,3,121.2,0,0,1,0,0,0,0,0,0,0
54000.0,4,2,127.8,0,0,0,0,0,1,0,0,0,0
46000.0,4,3,140.2,0,0,0,0,0,0,0,0,1,0
54500.0,5,3,143.6,0,0,0,0,0,0,0,0,0,1
49000.0,3,2,117.9,0,0,1,0,0,0,0,0,0,0
82500.0,5,3,164.7,0,0,0,0,0,1,0,0,0,0
30500.0,2,1,87.7,0,0,0,0,0,0,0,0,0,1
42000.0,1,1,102.9,0,0,0,0,0,1,0,0,0,0
65500.0,4,2,142.7,0,0,0,0,0,1,0,0,0,0
40000.0,3,2,106.8,0,0,0,0,1,0,0,0,0,0
68500.0,5,3,169.1,0,0,0,0,0,0,0,0,0,1
40500.0,4,3,147.7,0,1,0,0,0,0,0,0,0,0
38500.0,3,2,92.9,0,0,0,0,0,1,0,0,0,0
35000.0,2,1,91.8,0,0,1,0,0,0,0,0,0,0
45000.0,5,3,137.1,0,0,0,0,0,0,0,1,0,0
23000.0,1,1,74.8,0,0,0,0,0,0,0,0,1,0
59000.0,5,3,158.0,0,0,0,0,0,0,0,0,0,1
19000.0,1,1,70.4,0,0,0,0,1,0,0,0,0,0
25500.0,2,1,74.2,0,0,0,0,0,0,0,0,0,1
48500.0,5,3,150.7,0,0,0,0,1,0,0,0,0,0
50000.0,5,2,133.9,0,0,0,0,0,0,0,1,0,0
69000.0,5,3,128.0,0,0,0,1,0,0,0,0,0,0
52500.0,4,2,121.0,0,0,0,1,0,0,0,0,0,0
30500.0,2,2,96.5,0,0,0,0,1,0,0,0,0,0
60000.0,4,2,143.3,0,0,0,1,0,0,0,0,0,0
32500.0,3,2,100.6,0,1,0,0,0,0,0,0,0,0
29500.0,1,1,71.1,0,0,0,1,0,0,0,0,0,0
28000.0,3,1,85.8,0,0,0,0,0,0,1,0,0,0
34000.0,2,2,87.5,0,0,0,0,0,0,0,0,1,0
23000.0,2,1,80.3,0,0,0,0,0,0,1,0,0,0
39500.0,3,1,102.7,0,0,0,0,0,0,1,0,0,0
21000.0,1,1,45.7,0,0,0,0,0,0,0,0,0,1
46500.0,4,3,134.6,0,0,0,0,0,0,0,0,1,0
35500.0,2,1,74.1,0,0,0,1,0,0,0,0,0,0
48000.0,4,3,140.9,0,0,0,0,0,0,0,0,1,0
49500.0,3,2,111.6,0,0,0,1,0,0,0,0,0,0
40500.0,3,2,112.6,0,0,0,0,0,0,0,0,1,0
33500.0,3,1,96.7,0,0,0,0,0,0,0,0,1,0
38500.0,3,2,98.8,0,0,1,0,0,0,0,0,0,0
65500.0,5,3,163.1,0,0,1,0,0,0,0,0,0,0
56000.0,5,3,173.2,0,0,0,0,0,0,1,0,0,0
27000.0,2,1,91.8,0,0,0,0,0,0,1,0,0,0
48000.0,4,3,119.2,0,0,1,0,0,0,0,0,0,0
56500.0,5,3,156.1,0,0,0,0,0,0,0,0,1,0
67000.0,4,2,131.2,0,0,0,1,0,0,0,0,0,0
62500.0,3,2,125.5,0,0,0,1,0,0,0,0,0,0
75500.0,5,3,143.1,0,0,0,1,0,0,0,0,0,0
75500.0,5,3,159.4,0,0,0,0,0,1,0,0,0,0
20000.0,1,1,68.8,0,0,0,0,0,0,1,0,0,0
60000.0,5,3,142.3,0,0,0,0,0,1,0,0,0,0
32000.0,3,2,119.9,0,1,0,0,0,0,0,0,0,0
46000.0,2,1,107.6,0,0,0,0,0,1,0,0,0,0
38500.0,2,1,82.3,0,0,0,1,0,0,0,0,0,0
50000.0,3,1,124.2,0,0,0,1,0,0,0,0,0,0
25500.0,2,1,94.6,0,1,0,0,0,0,0,0,0,0
31000.0,2,1,74.2,0,0,0,0,0,1,0,0,0,0
68500.0,5,3,149.9,0,0,1,0,0,0,0,0,0,0
18000.0,1,1,63.7,0,1,0,0,0,0,0,0,0,0
32500.0,2,2,98.9,0,0,0,0,0,0,1,0,0,0
53000.0,3,2,117.1,0,0,1,0,0,0,0,0,0,0
41000.0,2,1,102.0,0,0,0,0,0,1,0,0,0,0
37000.0,4,3,106.8,1,0,0,0,0,0,0,0,0,0
36000.0,2,2,89.0,0,0,0,0,1,0,0,0,0,0
22500.0,1,1,72.3,1,0,0,0,0,0,0,0,0,0
28500.0,2,1,67.7,0,0,0,1,0,0,0,0,0,0
32000.0,3,2,100.1,0,0,0,0,0,0,0,1,0,0
18000.0,1,1,53.9,0,0,0,0,0,0,0,0,1,0
66500.0,5,3,152.3,0,0,0,1,0,0,0,0,0,0
27500.0,1,1,88.3,0,0,0,0,1,0,0,0,0,0
42500.0,3,2,98.2,0,0,0,1,0,0,0,0,0,0
43500.0,3,2,114.3,0,0,1,0,0,0,0,0,0,0
25500.0,2,1,92.7,0,0,0,0,0,0,1,0,0,0
37000.0,2,1,90.7,0,0,0,0,0,0,0,0,0,1
65000.0,4,2,133.6,0,0,0,0,0,1,0,0,0,0
28000.0,2,1,96.7,1,0,0,0,0,0,0,0,0,0
47500.0,5,3,155.8,0,0,0,0,0,0,0,1,0,0
32000.0,2,1,99.6,0,0,0,0,0,0,0,0,0,1
42500.0,2,2,88.4,0,0,0,1,0,0,0,0,0,0
14000.0,1,1,39.8,0,0,0,0,1,0,0,0,0,0
40500.0,3,1,107.0,0,0,0,0,0,0,0,0,1,0
34500.0,2,1,78.0,0,0,0,1,0,0,0,0,0,0
41500.0,4,3,115.8,0,1,0,0,0,0,0,0,0,0
56000.0,3,2,125.2,0,0,0,1,0,0,0,0,0,0
41000.0,3,2,114.1,0,0,0,0,0,0,0,0,0,1
51000.0,3,1,107.6,0,0,0,1,0,0,0,0,0,0
18500.0,1,1,57.2,0,0,0,0,0,0,1,0,0,0
49500.0,4,3,133.6,0,0,0,0,0,0,0,0,0,1
22000.0,1,1,75.9,0,1,0,0,0,0,0,0,0,0
42000.0,4,2,120.1,0,0,0,0,0,0,0,0,1,0
66500.0,4,1,140.4,0,0,0,1,0,0,0,0,0,0
32000.0,2,1,85.3,0,0,0,0,0,0,0,0,1,0
46000.0,5,3,146.8,0,0,0,0,0,0,1,0,0,0
56500.0,5,3,175.1,0,0,0,0,0,0,1,0,0,0
42500.0,5,3,148.1,0,1,0,0,0,0,0,0,0,0
22500.0,1,1,67.5,0,0,0,0,0,0,1,0,0,0
53000.0,5,2,175.9,0,0,0,0,1,0,0,0,0,0
15500.0,1,1,57.4,0,0,0,0,0,0,0,1,0,0
61000.0,3,2,129.8,0,0,0,1,0,0,0,0,0,0
56500.0,5,3,152.1,0,0,0,0,0,0,0,0,0,1
62500.0,4,2,151.4,0,0,0,1,0,0,0,0,0,0
27500.0,2,1,89.7,0,0,0,0,1,0,0,0,0,0
30500.0,2,1,85.2,0,0,0,0,0,0,0,0,1,0
25500.0,2,1,78.5,0,0,0,0,0,0,0,1,0,0
37500.0,2,1,86.9,0,0,0,1,0,0,0,0,0,0
44500.0,4,2,140.8,0,0,0,0,1,0,0,0,0,0
48500.0,3,2,107.8,0,0,0,0,0,0,0,0,0,1
47000.0,4,2,126.2,0,0,0,0,0,0,0,0,0,1
34000.0,3,1,105.0,0,0,0,0,1,0,0,0,0,0
27500.0,2,1,97.9,1,0,0,0,0,0,0,0,0,0
24000.0,1,1,78.7,0,0,0,0,0,0,0,0,1,0
49000.0,5,3,144.0,0,0,0,0,0,0,0,0,1,0
41000.0,3,2,121.8,0,0,0,0,1,0,0,0,0,0
17500.0,1,1,52.8,0,0,0,0,0,0,0,0,0,1
35000.0,3,2,104.8,1,0,0,0,0,0,0,0,0,0
16000.0,1,1,46.9,0,0,0,0,0,0,1,0,0,0
37500.0,4,2,110.6,0,0,0,0,0,0,0,0,1,0
19000.0,1,1,54.1,0,0,0,0,0,0,0,0,1,0
36000.0,2,1,89.4,0,0,0,1,0,0,0,0,0,0
32500.0,3,2,115.4,0,1,0,0,0,0,0,0,0,0
42500.0,3,2,122.1,0,0,0,0,0,0,0,0,1,0
15000.0,1,1,42.8,0,0,0,0,1,0,0,0,0,0
48500.0,4,2,144.3,0,0,0,0,0,0,0,0,1,0
44500.0,5,3,148.3,0,1,0,0,0,0,0,0,0,0
73500.0,5,3,160.8,0,0,0,1,0,0,0,0,0,0
45500.0,3,2,108.1,0,0,0,0,0,1,0,0,0,0
58500.0,3,1,121.9,0,0,0,1,0,0,0,0,0,0
21500.0,1,1,45.0,0,0,0,1,0,0,0,0,0,0
55000.0,5,3,152.4,0,0,0,0,0,0,0,0,0,1
26500.0,2,1,73.0,0,0,0,0,0,0,0,0,0,1
67000.0,5,3,158.1,0,0,0,0,0,1,0,0,0,0
50500.0,3,2,101.6,0,0,0,0,0,1,0,0,0,0
47000.0,3,2,119.1,0,0,0,0,0,1,0,0,0,0
40500.0,2,1,102.3,0,0,0,0,0,0,0,0,0,1
46500.0,5,3,132.3,0,0,0,0,0,0,0,0,1,0
49500.0,3,2,119.5,0,0,0,1,0,0,0,0,0,0
37000.0,2,1,82.9,0,0,0,0,0,1,0,0,0,0
39000.0,3,2,93.5,0,0,1,0,0,0,0,0,0,0
31500.0,2,1,97.3,0,0,0,0,0,0,0,0,0,1
40500.0,4,2,115.6,0,0,0,0,0,0,0,0,1,0
17500.0,1,1,63.5,0,0,0,0,1,0,0,0,0,0
28500.0,1,2,72.6,0,0,0,0,0,0,0,0,1,0
43500.0,4,3,122.5,0,0,0,0,0,0,0,0,1,0
26000.0,2,1,77.8,0,0,0,0,0,0,0,0,0,1
63500.0,4,3,142.1,0,0,1,0,0,0,0,0,0,0
41000.0,2,2,89.8,0,0,0,0,0,1,0,0,0,0
49500.0,4,2,142.2,0,0,0,0,1,0,0,0,0,0
28000.0,3,1,96.7,0,0,0,0,0,0,0,1,0,0
43500.0,5,3,143.9,0,1,0,0,0,0,0,0,0,0
48000.0,4,2,122.9,0,0,1,0,0,0,0,0,0,0
25000.0,1,1,63.1,0,0,1,0,0,0,0,0,0,0
28500.0,2,1,89.9,0,0,0,0,0,0,1,0,0,0
35500.0,2,2,91.8,0,0,0,0,0,0,0,0,0,1
41000.0,3,3,107.9,0,0,0,0,0,0,0,1,0,0
30500.0,2,1,70.0,0,0,1,0,0,0,0,0,0,0
79500.0,5,3,160.7,0,0,0,1,0,0,0,0,0,0
34500.0,2,1,85.4,0,0,0,1,0,0,0,0,0,0
34500.0,3,2,121.9,0,0,0,0,0,0,0,1,0,0
24000.0,1,1,55.5,0,0,0,1,0,0,0,0,0,0
51500.0,5,3,132.8,0,0,0,0,0,0,0,0,0,1
63000.0,5,3,151.6,0,0,0,0,0,1,0,0,0,0
72000.0,4,2,145.6,0,0,0,1,0,0,0,0,0,0
51000.0,4,3,121.3,0,0,0,0,0,1,0,0,0,0
54500.0,5,3,129.7,0,0,0,0,0,0,0,0,1,0
73500.0,5,3,167.3,0,0,0,1,0,0,0,0,0,0
50500.0,3,2,115.5,0,0,0,0,0,1,0,0,0,0
20500.0,1,1,74.8,1,0,0,0,0,0,0,0,0,0
18000.0,1,1,70.7,1,0,0,0,0,0,0,0,0,0
19000.0,1,1,62.3,0,0,0,0,1,0,0,0,0,0
20500.0,1,1,52.3,0,0,0,0,1,0,0,0,0,0
56000.0,4,3,135.8,0,0,0,0,0,1,0,0,0,0
48500.0,4,3,139.7,0,0,0,0,0,0,0,0,1,0
31000.0,1,1,81.7,0,0,0,1,0,0,0,0,0,0
46500.0,3,2,112.5,0,0,0,0,0,0,0,0,0,1
